2021-02-21 21:01:26,693 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-02-21 21:01:26,774 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-02-21 21:01:26,777 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-02-21 21:01:26,777 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-02-21 21:01:26,782 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-02-21 21:01:26,783 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-02-21 21:01:26,784 INFO  SwAddin.cs: 201 - Setting up command manager
2021-02-21 21:01:26,785 INFO  SwAddin.cs: 204 - Adding command manager
2021-02-21 21:01:26,789 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-02-21 21:01:26,790 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-02-21 21:01:26,791 INFO  SwAddin.cs: 210 - Adding event handlers
2021-02-21 21:01:26,828 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-02-21 21:14:02,042 INFO  SwAddin.cs: 294 - Assembly export called for file Drone Assembly (2).SLDASM
2021-02-21 21:14:04,653 INFO  SwAddin.cs: 313 - Saving assembly
2021-02-21 21:14:04,809 INFO  SwAddin.cs: 316 - Opening property manager
2021-02-21 21:14:04,847 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Drone Assembly (2).SLDASM
2021-02-21 21:14:04,859 INFO  ExportHelperExtension.cs: 1136 - Found 104 in Drone Assembly (2).SLDASM
2021-02-21 21:14:04,860 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Drone Assembly (2).SLDASM
2021-02-21 21:14:04,861 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-02-21 21:14:04,865 INFO  ExportHelperExtension.cs: 1160 - 19 components to check
2021-02-21 21:14:04,866 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone small gear-1
2021-02-21 21:14:04,867 INFO  ExportHelperExtension.cs: 1136 - Found 31 in drone small gear-1
2021-02-21 21:14:04,867 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in drone small gear-1
2021-02-21 21:14:04,868 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone small gear-2
2021-02-21 21:14:04,869 INFO  ExportHelperExtension.cs: 1136 - Found 31 in drone small gear-2
2021-02-21 21:14:04,869 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in drone small gear-2
2021-02-21 21:14:04,870 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone small gear-4
2021-02-21 21:14:04,870 INFO  ExportHelperExtension.cs: 1136 - Found 31 in drone small gear-4
2021-02-21 21:14:04,871 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in drone small gear-4
2021-02-21 21:14:04,871 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone propaler-1
2021-02-21 21:14:04,872 INFO  ExportHelperExtension.cs: 1136 - Found 42 in drone propaler-1
2021-02-21 21:14:04,872 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in drone propaler-1
2021-02-21 21:14:04,873 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone gear holder-4
2021-02-21 21:14:04,873 INFO  ExportHelperExtension.cs: 1136 - Found 29 in drone gear holder-4
2021-02-21 21:14:04,874 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in drone gear holder-4
2021-02-21 21:14:04,875 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone propaler-2
2021-02-21 21:14:04,875 INFO  ExportHelperExtension.cs: 1136 - Found 42 in drone propaler-2
2021-02-21 21:14:04,876 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in drone propaler-2
2021-02-21 21:14:04,876 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from drone propaler-3
